adoptus,immfate,letin1a,letinhsp1,letinasn1,age,sex,race,born,parborn
,,increased a little,,,69.0,male,white,yes,both born in the u.s.
,,reduced a little,,,61.0,female,white,yes,both born in the u.s.
,,reduced a little,,,62.0,female,white,yes,both born in the u.s.
,,,,,21.0,female,white,yes,both born in the u.s.
,,,,,41.0,male,white,yes,both born in the u.s.
,,increased a lot,,,35.0,male,white,yes,both born in the u.s.
,,remain the same as it is,,,67.0,female,black,yes,both born in the u.s.
,,,,,76.0,female,black,yes,both born in the u.s.
,,,,,30.0,male,white,yes,both born in the u.s.
,,increased a little,,,55.0,female,black,yes,both born in the u.s.
,,remain the same as it is,,,63.0,female,black,yes,both born in the u.s.
,,,,,26.0,female,black,yes,both born in the u.s.
,,,,,49.0,female,black,yes,both born in the u.s.
,,reduced a lot,,,32.0,male,black,yes,both born in the u.s.
,,reduced a little,,,42.0,female,white,yes,both born in the u.s.
,,reduced a lot,,,50.0,female,white,yes,both born in the u.s.
,,reduced a lot,,,48.0,female,white,no,neither born in the u.s.
,,reduced a lot,,,76.0,female,white,yes,both born in the u.s.
,,reduced a little,,,53.0,male,white,yes,both born in the u.s.
,,remain the same as it is,,,31.0,female,white,yes,both born in the u.s.
,,,,,37.0,female,black,yes,"mother no, father yes"
,,,,,46.0,female,black,yes,both born in the u.s.
,,,,,40.0,female,white,yes,both born in the u.s.
,,reduced a little,,,25.0,female,black,yes,both born in the u.s.
,,reduced a little,,,61.0,male,other,yes,neither born in the u.s.
,,remain the same as it is,,,50.0,female,white,yes,both born in the u.s.
,,,,,51.0,male,other,yes,both born in the u.s.
,,remain the same as it is,,,57.0,male,white,yes,both born in the u.s.
,,,,,79.0,female,black,yes,both born in the u.s.
,,reduced a little,,,31.0,female,black,yes,"mother yes, father no"
,,increased a little,,,24.0,female,black,yes,both born in the u.s.
,,reduced a lot,,,61.0,female,black,yes,both born in the u.s.
,,,,,62.0,female,black,yes,both born in the u.s.
,,remain the same as it is,,,64.0,female,black,yes,both born in the u.s.
,,,,,54.0,male,black,yes,both born in the u.s.
,,reduced a lot,,,24.0,female,white,yes,both born in the u.s.
,,,,,79.0,male,white,yes,both born in the u.s.
,,reduced a little,,,33.0,female,black,yes,both born in the u.s.
,,,,,27.0,female,black,yes,both born in the u.s.
,,remain the same as it is,,,36.0,male,white,yes,both born in the u.s.
,,increased a little,,,19.0,male,black,yes,both born in the u.s.
,,,,,59.0,female,white,yes,both born in the u.s.
,,reduced a lot,,,63.0,male,white,yes,both born in the u.s.
,,,,,41.0,male,white,yes,both born in the u.s.
,,,,,36.0,female,white,yes,both born in the u.s.
,,reduced a little,,,36.0,female,black,yes,both born in the u.s.
,,remain the same as it is,,,40.0,male,white,no,neither born in the u.s.
,,reduced a little,,,33.0,male,black,yes,"mother yes, father no"
,,reduced a lot,,,32.0,female,white,yes,both born in the u.s.
,,increased a little,,,47.0,female,white,no,neither born in the u.s.
,,reduced a lot,,,39.0,male,white,yes,both born in the u.s.
,,increased a little,,,25.0,male,other,yes,both born in the u.s.
,,remain the same as it is,,,20.0,female,white,yes,"mother yes, father no"
,,,,,32.0,female,other,yes,neither born in the u.s.
,,remain the same as it is,,,32.0,male,white,yes,both born in the u.s.
,,remain the same as it is,,,46.0,female,other,no,neither born in the u.s.
,,remain the same as it is,,,57.0,male,white,no,neither born in the u.s.
,,,,,60.0,male,white,no,neither born in the u.s.
,,remain the same as it is,,,59.0,female,white,no,neither born in the u.s.
,,,,,47.0,female,white,yes,both born in the u.s.
,,reduced a lot,,,57.0,female,white,yes,both born in the u.s.
,,reduced a little,,,67.0,female,white,yes,both born in the u.s.
,,,,,65.0,male,white,yes,both born in the u.s.
,,,,,61.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,36.0,female,white,yes,both born in the u.s.
,,reduced a little,,,37.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,80.0,male,white,yes,both born in the u.s.
,,,,,26.0,female,white,yes,"mother no, father yes"
,,,,,33.0,female,white,yes,both born in the u.s.
,,reduced a little,,,27.0,male,white,yes,both born in the u.s.
,,remain the same as it is,,,34.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,50.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,58.0,female,white,yes,both born in the u.s.
,,,,,39.0,male,black,yes,both born in the u.s.
,,,,,70.0,female,black,yes,both born in the u.s.
,,reduced a lot,,,24.0,female,black,yes,both born in the u.s.
,,,,,40.0,female,black,yes,both born in the u.s.
,,,,,48.0,male,white,yes,both born in the u.s.
,,reduced a lot,,,58.0,male,white,yes,both born in the u.s.
,,reduced a little,,,57.0,male,white,yes,both born in the u.s.
,,reduced a lot,,,76.0,male,white,yes,both born in the u.s.
,,,,,53.0,male,white,yes,both born in the u.s.
,,remain the same as it is,,,30.0,female,white,yes,both born in the u.s.
,,,,,64.0,female,white,no,neither born in the u.s.
,,,,,59.0,female,white,yes,neither born in the u.s.
,,,,,88.0,female,white,yes,both born in the u.s.
,,reduced a little,,,61.0,male,black,yes,both born in the u.s.
,,increased a little,,,50.0,male,other,no,neither born in the u.s.
,,remain the same as it is,,,76.0,male,other,no,neither born in the u.s.
,,remain the same as it is,,,27.0,female,white,no,neither born in the u.s.
,,increased a lot,,,27.0,female,black,yes,both born in the u.s.
,,remain the same as it is,,,21.0,male,black,yes,both born in the u.s.
,,remain the same as it is,,,29.0,female,black,yes,both born in the u.s.
,,increased a lot,,,59.0,female,black,yes,both born in the u.s.
,,,,,32.0,male,black,yes,both born in the u.s.
,,,,,37.0,male,other,no,neither born in the u.s.
,,remain the same as it is,,,37.0,male,white,no,neither born in the u.s.
,,reduced a little,,,40.0,male,white,no,neither born in the u.s.
,,reduced a little,,,51.0,female,white,yes,both born in the u.s.
,,,,,26.0,female,white,no,neither born in the u.s.
,,remain the same as it is,,,71.0,male,white,no,neither born in the u.s.
,,,,,53.0,female,black,yes,both born in the u.s.
,,remain the same as it is,,,45.0,male,white,yes,both born in the u.s.
,,,,,53.0,male,white,yes,both born in the u.s.
,,remain the same as it is,,,22.0,female,black,yes,both born in the u.s.
,,,,,58.0,female,black,yes,both born in the u.s.
,,reduced a little,,,50.0,male,white,yes,both born in the u.s.
,,,,,52.0,female,white,yes,both born in the u.s.
,,,,,48.0,female,white,yes,both born in the u.s.
,,,,,62.0,female,white,yes,both born in the u.s.
,,reduced a lot,,,26.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,59.0,female,white,yes,both born in the u.s.
,,reduced a lot,,,64.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,38.0,female,black,yes,neither born in the u.s.
,,remain the same as it is,,,52.0,female,black,yes,both born in the u.s.
,,remain the same as it is,,,28.0,female,black,yes,both born in the u.s.
,,,,,73.0,female,black,yes,both born in the u.s.
,,,,,29.0,male,white,yes,both born in the u.s.
,,remain the same as it is,,,32.0,female,black,yes,both born in the u.s.
,,reduced a lot,,,79.0,female,black,yes,both born in the u.s.
,,reduced a little,,,48.0,female,white,no,neither born in the u.s.
,,,,,53.0,male,white,no,neither born in the u.s.
,,remain the same as it is,,,45.0,male,white,no,neither born in the u.s.
,,increased a lot,,,43.0,female,white,yes,neither born in the u.s.
,,,,,32.0,female,white,yes,both born in the u.s.
,,,,,25.0,female,black,yes,both born in the u.s.
,,,,,79.0,male,black,yes,both born in the u.s.
,,,,,55.0,male,black,yes,both born in the u.s.
,,reduced a little,,,39.0,female,black,yes,both born in the u.s.
,,remain the same as it is,,,78.0,male,black,yes,both born in the u.s.
,,reduced a little,,,54.0,male,black,yes,both born in the u.s.
,,,,,20.0,male,black,yes,both born in the u.s.
,,,,,72.0,female,white,no,neither born in the u.s.
,,,,,50.0,female,white,no,neither born in the u.s.
,,remain the same as it is,,,79.0,male,white,no,neither born in the u.s.
,,,,,89.0,female,white,no,neither born in the u.s.
,,,,,75.0,female,other,no,neither born in the u.s.
,,remain the same as it is,,,53.0,female,white,no,neither born in the u.s.
,,,,,47.0,male,white,no,neither born in the u.s.
,,reduced a lot,,,75.0,male,black,no,neither born in the u.s.
,,remain the same as it is,,,48.0,female,white,no,neither born in the u.s.
,,reduced a lot,,,63.0,female,black,yes,both born in the u.s.
,,,,,43.0,male,white,no,neither born in the u.s.
,,increased a little,,,31.0,male,white,no,neither born in the u.s.
,,,,,40.0,male,white,no,neither born in the u.s.
,,reduced a lot,,,74.0,male,white,yes,both born in the u.s.
,,remain the same as it is,,,48.0,female,white,yes,both born in the u.s.
,,increased a little,,,68.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,89.0,female,white,yes,neither born in the u.s.
,,increased a lot,,,24.0,female,black,no,neither born in the u.s.
,,increased a lot,,,40.0,male,other,no,neither born in the u.s.
,,increased a little,,,28.0,male,white,yes,both born in the u.s.
,,increased a little,,,18.0,female,black,yes,neither born in the u.s.
,,,,,33.0,male,white,no,neither born in the u.s.
,,,,,42.0,male,white,yes,both born in the u.s.
,,,,,35.0,male,other,no,neither born in the u.s.
,,reduced a lot,,,30.0,female,white,yes,both born in the u.s.
,,reduced a little,,,56.0,male,other,yes,both born in the u.s.
,,,,,40.0,female,white,yes,both born in the u.s.
,,increased a little,,,60.0,female,white,yes,both born in the u.s.
,,,,,40.0,female,white,no,neither born in the u.s.
,,reduced a lot,,,35.0,male,white,yes,both born in the u.s.
,,reduced a little,,,66.0,male,black,yes,both born in the u.s.
,,remain the same as it is,,,58.0,female,black,yes,both born in the u.s.
,,remain the same as it is,,,49.0,male,black,yes,both born in the u.s.
,,,,,59.0,male,black,yes,both born in the u.s.
,,remain the same as it is,,,30.0,female,black,yes,both born in the u.s.
,,increased a lot,,,63.0,male,black,yes,both born in the u.s.
,,remain the same as it is,,,73.0,male,black,yes,both born in the u.s.
,,,,,56.0,female,black,yes,both born in the u.s.
,,,,,26.0,male,black,yes,both born in the u.s.
,,,,,26.0,female,black,yes,both born in the u.s.
,,reduced a little,,,20.0,male,white,yes,both born in the u.s.
,,,,,51.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,39.0,male,white,yes,both born in the u.s.
,,reduced a little,,,58.0,female,white,yes,both born in the u.s.
,,,,,86.0,female,white,yes,neither born in the u.s.
,,reduced a little,,,57.0,female,white,yes,both born in the u.s.
,,increased a little,,,47.0,male,white,yes,both born in the u.s.
,,reduced a little,,,53.0,male,white,yes,both born in the u.s.
,,reduced a lot,,,37.0,male,white,yes,both born in the u.s.
,,reduced a little,,,25.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,54.0,male,other,yes,both born in the u.s.
,,remain the same as it is,,,64.0,male,white,yes,both born in the u.s.
,,remain the same as it is,,,37.0,female,black,yes,both born in the u.s.
,,reduced a lot,,,63.0,male,white,yes,both born in the u.s.
,,reduced a lot,,,22.0,male,white,yes,"mother yes, father no"
,,reduced a little,,,30.0,female,black,yes,both born in the u.s.
,,,,,69.0,male,white,yes,both born in the u.s.
,,remain the same as it is,,,25.0,male,black,yes,both born in the u.s.
,,reduced a little,,,56.0,female,white,yes,both born in the u.s.
,,increased a little,,,25.0,male,black,yes,both born in the u.s.
,,remain the same as it is,,,55.0,female,white,yes,both born in the u.s.
,,reduced a little,,,27.0,male,white,yes,both born in the u.s.
,,,,,73.0,male,white,yes,neither born in the u.s.
,,reduced a lot,,,53.0,female,white,yes,both born in the u.s.
,,reduced a lot,,,25.0,female,white,yes,both born in the u.s.
,,reduced a lot,,,71.0,female,white,yes,both born in the u.s.
,,reduced a lot,,,52.0,female,white,yes,both born in the u.s.
,,,,,36.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,22.0,female,white,yes,both born in the u.s.
,,reduced a little,,,31.0,female,white,yes,both born in the u.s.
,,,,,62.0,male,white,yes,both born in the u.s.
,,,,,58.0,male,white,yes,both born in the u.s.
,,,,,25.0,male,white,yes,both born in the u.s.
,,reduced a little,,,23.0,female,black,yes,both born in the u.s.
,,increased a little,,,20.0,male,other,no,neither born in the u.s.
,,remain the same as it is,,,,male,white,yes,both born in the u.s.
,,remain the same as it is,,,19.0,female,black,yes,both born in the u.s.
,,,,,73.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,40.0,female,white,yes,both born in the u.s.
,,,,,73.0,female,white,yes,both born in the u.s.
,,,,,44.0,female,white,yes,both born in the u.s.
,,,,,54.0,male,white,yes,both born in the u.s.
,,reduced a lot,,,89.0,male,white,yes,both born in the u.s.
,,reduced a lot,,,68.0,male,white,yes,both born in the u.s.
,,,,,67.0,female,white,yes,both born in the u.s.
,,increased a little,,,61.0,female,other,yes,both born in the u.s.
,,increased a lot,,,39.0,female,other,no,neither born in the u.s.
,,remain the same as it is,,,39.0,female,white,yes,both born in the u.s.
,,,,,35.0,female,white,no,neither born in the u.s.
,,reduced a little,,,56.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,52.0,male,white,yes,both born in the u.s.
,,remain the same as it is,,,28.0,female,white,yes,both born in the u.s.
,,,,,50.0,male,white,yes,both born in the u.s.
,,remain the same as it is,,,76.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,89.0,male,white,yes,neither born in the u.s.
,,reduced a little,,,29.0,male,white,yes,both born in the u.s.
,,,,,62.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,56.0,female,white,yes,"mother no, father yes"
,,,,,59.0,female,black,yes,both born in the u.s.
,,increased a little,,,34.0,female,other,yes,"mother no, father don't know"
,,increased a little,,,29.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,34.0,female,white,yes,both born in the u.s.
,,,,,60.0,female,white,yes,both born in the u.s.
,,,,,29.0,female,white,yes,both born in the u.s.
,,reduced a little,,,31.0,male,white,yes,both born in the u.s.
,,increased a little,,,73.0,male,white,yes,both born in the u.s.
,,reduced a lot,,,58.0,male,white,yes,both born in the u.s.
,,reduced a little,,,42.0,female,white,yes,both born in the u.s.
,,increased a little,,,35.0,male,white,yes,both born in the u.s.
,,increased a little,,,51.0,female,other,no,neither born in the u.s.
,,,,,54.0,female,other,yes,both born in the u.s.
,,reduced a little,,,53.0,male,white,yes,both born in the u.s.
,,,,,52.0,male,white,yes,both born in the u.s.
,,reduced a lot,,,41.0,female,white,yes,both born in the u.s.
,,,,,42.0,male,white,yes,both born in the u.s.
,,reduced a little,,,58.0,male,white,yes,both born in the u.s.
,,,,,38.0,female,other,yes,both born in the u.s.
,,remain the same as it is,,,40.0,female,white,no,both born in the u.s.
,,,,,31.0,male,white,yes,both born in the u.s.
,,,,,56.0,female,black,yes,both born in the u.s.
,,,,,34.0,male,white,yes,both born in the u.s.
,,,,,58.0,female,white,yes,"mother yes, father no"
,,,,,23.0,female,white,yes,both born in the u.s.
,,reduced a little,,,51.0,female,white,yes,both born in the u.s.
,,reduced a little,,,53.0,female,white,yes,"mother yes, father no"
,,,,,68.0,male,white,yes,neither born in the u.s.
,,,,,71.0,female,white,yes,both born in the u.s.
,,reduced a lot,,,22.0,female,black,yes,both born in the u.s.
,,reduced a little,,,71.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,30.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,60.0,female,white,yes,"mother no, father yes"
,,,,,28.0,female,white,yes,both born in the u.s.
,,increased a lot,,,60.0,male,white,yes,both born in the u.s.
,,,,,37.0,male,white,yes,both born in the u.s.
,,reduced a little,,,52.0,male,black,yes,both born in the u.s.
,,reduced a lot,,,25.0,male,white,yes,both born in the u.s.
,,increased a little,,,19.0,male,white,yes,"mother no, father yes"
,,remain the same as it is,,,38.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,41.0,female,white,yes,neither born in the u.s.
,,increased a little,,,43.0,female,black,yes,both born in the u.s.
,,remain the same as it is,,,34.0,male,white,yes,neither born in the u.s.
,,increased a little,,,39.0,male,black,no,neither born in the u.s.
,,,,,26.0,female,white,yes,both born in the u.s.
,,reduced a lot,,,27.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,34.0,female,white,yes,"mother yes, father no"
,,,,,34.0,male,black,no,neither born in the u.s.
,,,,,38.0,female,white,yes,both born in the u.s.
,,reduced a little,,,59.0,female,white,yes,both born in the u.s.
,,,,,28.0,male,other,yes,"mother yes, father no"
,,,,,32.0,female,other,yes,both born in the u.s.
,,remain the same as it is,,,24.0,male,other,yes,both born in the u.s.
,,reduced a little,,,65.0,female,other,yes,both born in the u.s.
,,reduced a little,,,27.0,male,other,yes,both born in the u.s.
,,,,,51.0,female,other,yes,both born in the u.s.
,,,,,44.0,female,other,yes,both born in the u.s.
,,remain the same as it is,,,44.0,male,other,yes,both born in the u.s.
,,increased a little,,,22.0,male,black,no,neither born in the u.s.
,,reduced a little,,,25.0,female,black,yes,both born in the u.s.
,,reduced a lot,,,38.0,male,black,yes,both born in the u.s.
,,reduced a little,,,58.0,female,black,yes,both born in the u.s.
,,remain the same as it is,,,38.0,female,white,yes,both born in the u.s.
,,reduced a little,,,53.0,male,white,yes,both born in the u.s.
,,remain the same as it is,,,42.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,55.0,male,white,yes,both born in the u.s.
,,remain the same as it is,,,51.0,male,white,no,neither born in the u.s.
,,,,,60.0,male,white,yes,both born in the u.s.
,,remain the same as it is,,,54.0,female,other,no,neither born in the u.s.
,,,,,38.0,female,white,no,neither born in the u.s.
,,reduced a little,,,79.0,female,white,yes,both born in the u.s.
,,reduced a lot,,,39.0,male,white,yes,both born in the u.s.
,,remain the same as it is,,,38.0,female,white,yes,both born in the u.s.
,,,,,59.0,male,white,yes,both born in the u.s.
,,reduced a lot,,,56.0,male,white,yes,both born in the u.s.
,,remain the same as it is,,,37.0,male,white,yes,both born in the u.s.
,,remain the same as it is,,,60.0,female,white,yes,both born in the u.s.
,,reduced a little,,,32.0,male,white,yes,both born in the u.s.
,,,,,63.0,male,white,yes,both born in the u.s.
,,reduced a lot,,,53.0,male,white,yes,neither born in the u.s.
,,,,,27.0,female,white,no,neither born in the u.s.
,,remain the same as it is,,,62.0,female,white,no,neither born in the u.s.
,,,,,22.0,female,white,yes,neither born in the u.s.
,,,,,24.0,male,white,yes,neither born in the u.s.
,,increased a little,,,23.0,male,other,yes,neither born in the u.s.
,,,,,51.0,female,white,no,"mother no, father yes"
,,remain the same as it is,,,42.0,male,other,yes,both born in the u.s.
,,increased a little,,,31.0,male,white,no,neither born in the u.s.
,,remain the same as it is,,,78.0,female,white,yes,neither born in the u.s.
,,reduced a little,,,36.0,female,white,no,neither born in the u.s.
,,remain the same as it is,,,64.0,male,white,yes,
,,reduced a lot,,,76.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,41.0,male,white,yes,both born in the u.s.
,,reduced a lot,,,71.0,female,white,yes,both born in the u.s.
,,reduced a lot,,,67.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,40.0,male,white,yes,both born in the u.s.
,,remain the same as it is,,,44.0,female,white,yes,both born in the u.s.
,,reduced a little,,,43.0,male,other,no,neither born in the u.s.
,,increased a little,,,59.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,40.0,female,white,yes,neither born in the u.s.
,,increased a lot,,,53.0,male,white,yes,both born in the u.s.
,,reduced a little,,,25.0,male,white,yes,both born in the u.s.
,,,,,60.0,male,white,yes,both born in the u.s.
,,,,,29.0,female,white,yes,both born in the u.s.
,,,,,30.0,male,white,yes,both born in the u.s.
,,reduced a lot,,,59.0,male,white,yes,both born in the u.s.
,,reduced a lot,,,40.0,male,other,no,neither born in the u.s.
,,,,,29.0,male,white,yes,both born in the u.s.
,,,,,70.0,female,white,yes,both born in the u.s.
,,,,,27.0,female,white,yes,both born in the u.s.
,,,,,78.0,female,white,yes,"mother yes, father no"
,,,,,48.0,female,white,yes,"mother no, father yes"
,,remain the same as it is,,,64.0,male,white,yes,both born in the u.s.
,,reduced a little,,,49.0,female,white,yes,both born in the u.s.
,,,,,83.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,62.0,female,white,yes,both born in the u.s.
,,reduced a little,,,42.0,male,white,yes,neither born in the u.s.
,,increased a little,,,84.0,male,white,no,"mother yes, father no"
,,remain the same as it is,,,18.0,male,white,no,neither born in the u.s.
,,,,,77.0,male,white,yes,both born in the u.s.
,,,,,54.0,male,white,yes,neither born in the u.s.
,,,,,62.0,male,white,yes,both born in the u.s.
,,increased a little,,,56.0,female,white,no,neither born in the u.s.
,,reduced a little,,,50.0,female,white,no,neither born in the u.s.
,,,,,23.0,female,white,yes,both born in the u.s.
,,,,,66.0,female,white,yes,both born in the u.s.
,,,,,67.0,male,white,yes,both born in the u.s.
,,remain the same as it is,,,49.0,male,white,yes,both born in the u.s.
,,reduced a lot,,,85.0,male,white,yes,both born in the u.s.
,,reduced a lot,,,68.0,female,white,yes,both born in the u.s.
,,,,,63.0,male,white,yes,both born in the u.s.
,,,,,39.0,female,white,yes,"mother yes, father no"
,,,,,89.0,female,white,yes,"mother no, father yes"
,,reduced a little,,,55.0,male,white,yes,both born in the u.s.
,,,,,72.0,male,white,yes,both born in the u.s.
,,reduced a lot,,,42.0,male,white,yes,both born in the u.s.
,,,,,89.0,female,white,yes,both born in the u.s.
,,increased a little,,,45.0,female,white,yes,both born in the u.s.
,,reduced a lot,,,84.0,female,white,yes,neither born in the u.s.
,,,,,75.0,female,white,yes,both born in the u.s.
,,,,,75.0,male,black,yes,both born in the u.s.
,,reduced a lot,,,53.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,56.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,35.0,male,white,yes,both born in the u.s.
,,remain the same as it is,,,23.0,female,black,yes,both born in the u.s.
,,,,,21.0,male,white,no,neither born in the u.s.
,,remain the same as it is,,,22.0,female,black,yes,both born in the u.s.
,,,,,29.0,male,black,yes,both born in the u.s.
,,,,,58.0,male,black,yes,both born in the u.s.
,,,,,56.0,male,white,yes,both born in the u.s.
,,remain the same as it is,,,33.0,female,white,yes,both born in the u.s.
,,,,,72.0,female,white,yes,both born in the u.s.
,,reduced a lot,,,66.0,female,white,yes,both born in the u.s.
,,reduced a little,,,36.0,male,white,yes,both born in the u.s.
,,remain the same as it is,,,29.0,female,white,yes,both born in the u.s.
,,reduced a little,,,25.0,male,white,yes,both born in the u.s.
,,reduced a lot,,,53.0,male,other,yes,both born in the u.s.
,,reduced a little,,,59.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,44.0,male,white,yes,both born in the u.s.
,,remain the same as it is,,,40.0,male,black,yes,both born in the u.s.
,,remain the same as it is,,,51.0,female,black,yes,both born in the u.s.
,,,,,66.0,female,black,yes,both born in the u.s.
,,reduced a little,,,40.0,female,black,yes,both born in the u.s.
,,reduced a little,,,41.0,female,black,yes,both born in the u.s.
,,remain the same as it is,,,50.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,50.0,female,white,yes,both born in the u.s.
,,reduced a little,,,62.0,female,white,yes,both born in the u.s.
,,,,,73.0,male,white,yes,both born in the u.s.
,,remain the same as it is,,,41.0,male,white,yes,both born in the u.s.
,,reduced a little,,,39.0,female,white,yes,both born in the u.s.
,,reduced a lot,,,29.0,female,white,yes,both born in the u.s.
,,,,,59.0,female,white,yes,both born in the u.s.
,,reduced a little,,,55.0,male,white,yes,both born in the u.s.
,,,,,34.0,female,other,no,neither born in the u.s.
,,increased a little,,,47.0,male,white,no,neither born in the u.s.
,,remain the same as it is,,,60.0,male,black,yes,both born in the u.s.
,,,,,67.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,57.0,female,other,yes,"mother no, father yes"
,,,,,48.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,30.0,female,white,yes,both born in the u.s.
,,,,,60.0,male,white,yes,both born in the u.s.
,,reduced a lot,,,58.0,female,white,yes,both born in the u.s.
,,,,,63.0,female,white,yes,both born in the u.s.
,,,,,57.0,female,white,yes,both born in the u.s.
,,,,,66.0,female,white,yes,both born in the u.s.
,,increased a little,,,87.0,male,white,yes,both born in the u.s.
,,reduced a lot,,,55.0,female,white,yes,both born in the u.s.
,,reduced a lot,,,54.0,female,white,yes,both born in the u.s.
,,,,,63.0,male,other,no,neither born in the u.s.
,,remain the same as it is,,,26.0,male,black,yes,both born in the u.s.
,,,,,67.0,male,white,yes,both born in the u.s.
,,increased a little,,,81.0,male,white,yes,both born in the u.s.
,,remain the same as it is,,,73.0,male,white,yes,both born in the u.s.
,,,,,78.0,female,white,yes,both born in the u.s.
,,reduced a little,,,77.0,male,white,yes,both born in the u.s.
,,reduced a little,,,47.0,female,white,no,"mother no, father yes"
,,,,,62.0,male,other,no,neither born in the u.s.
,,,,,83.0,female,white,yes,both born in the u.s.
,,,,,41.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,44.0,male,white,no,neither born in the u.s.
,,remain the same as it is,,,54.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,57.0,male,white,yes,both born in the u.s.
,,remain the same as it is,,,26.0,male,white,yes,both born in the u.s.
,,remain the same as it is,,,60.0,male,white,yes,both born in the u.s.
,,remain the same as it is,,,30.0,male,black,yes,both born in the u.s.
,,increased a lot,,,72.0,female,black,yes,both born in the u.s.
,,,,,68.0,male,black,no,neither born in the u.s.
,,increased a little,,,46.0,male,black,yes,both born in the u.s.
,,remain the same as it is,,,59.0,male,other,no,neither born in the u.s.
,,,,,77.0,female,black,yes,both born in the u.s.
,,increased a lot,,,59.0,female,black,no,neither born in the u.s.
,,remain the same as it is,,,47.0,female,black,yes,both born in the u.s.
,,,,,51.0,female,black,no,neither born in the u.s.
,,remain the same as it is,,,42.0,female,white,yes,both born in the u.s.
,,,,,75.0,male,white,yes,both born in the u.s.
,,remain the same as it is,,,66.0,male,black,yes,both born in the u.s.
,,increased a little,,,25.0,female,white,yes,both born in the u.s.
,,reduced a lot,,,34.0,female,other,yes,neither born in the u.s.
,,,,,25.0,female,white,no,neither born in the u.s.
,,increased a little,,,78.0,female,black,no,neither born in the u.s.
,,remain the same as it is,,,21.0,male,white,yes,"mother yes, father no"
,,,,,73.0,female,white,yes,both born in the u.s.
,,remain the same as it is,,,29.0,female,white,no,neither born in the u.s.
,,remain the same as it is,,,35.0,female,white,yes,neither born in the u.s.
,,reduced a lot,,,31.0,male,white,yes,both born in the u.s.
,,,,,58.0,male,white,yes,both born in the u.s.
,,reduced a lot,,,65.0,male,white,yes,both born in the u.s.
,,reduced a little,,,62.0,male,white,yes,"mother yes, father don't know"
,,remain the same as it is,,,21.0,male,white,yes,both born in the u.s.
,,,,,59.0,female,black,yes,both born in the u.s.
,,,,,21.0,female,other,no,neither born in the u.s.
,,,,,45.0,female,white,no,neither born in the u.s.
,,increased a lot,,,52.0,female,white,no,neither born in the u.s.
,,,,,76.0,female,white,no,neither born in the u.s.
,,,,,21.0,male,black,yes,both born in the u.s.
,,,,,42.0,female,white,yes,neither born in the u.s.
,,remain the same as it is,,,58.0,female,black,yes,both born in the u.s.
,,,,,42.0,female,white,no,neither born in the u.s.
,,reduced a lot,,,67.0,male,white,yes,both born in the u.s.
,,reduced a little,,,19.0,male,white,yes,both born in the u.s.
,,,,,65.0,male,white,yes,both born in the u.s.
,,,,,36.0,male,other,no,neither born in the u.s.
,,reduced a lot,,,37.0,male,white,no,neither born in the u.s.
,,,,,64.0,male,white,no,neither born in the u.s.
,,,,,33.0,female,white,yes,both born in the u.s.
,,,,,30.0,female,white,yes,both born in the u.s.
,,,,,50.0,female,white,yes,both born in the u.s.
,,increased a little,,,89.0,female,white,no,neither born in the u.s.
,,remain the same as it is,,,66.0,female,white,no,both born in the u.s.
,,reduced a lot,,,60.0,male,white,yes,"mother no, father yes"
,,,,,52.0,male,white,yes,both born in the u.s.
,,remain the same as it is,,,33.0,female,other,yes,"mother no, father yes"
,,reduced a little,,,45.0,male,other,yes,neither born in the u.s.
,,,,,21.0,female,other,yes,neither born in the u.s.
